Id,SalePrice
1461,112697.39895158386
1462,154624.65320538188
1463,185656.9424721062
1464,195454.98568244078
1465,206042.52769046018
1466,170430.0956645595
1467,175409.45714627783
1468,157939.04760842098
1469,207458.58131307442
1470,115857.6898664404
1471,159994.91696672395
1472,98746.04803202607
1473,92843.33953070613
1474,146503.3544539563
1475,105080.81239183924
1476,375174.7910343939
1477,258930.8184611154
1478,308970.447236201
1479,304926.9273415755
1480,482073.3433499993
1481,309286.6530932321
1482,206679.7971834706
1483,175280.53700412327
1484,161086.47035545504
1485,180128.92885366155
1486,190566.7062380184
1487,336377.39650489355
1488,231631.2991770506
1489,202408.44434185704
1490,254765.41656380822
1491,200235.7412731964
1492,99755.03964985356
1493,198394.0115274817
1494,307320.9783960936
1495,289125.9766169905
1496,246968.71477970143
1497,176624.11228206285
1498,173379.63133332971
1499,161221.46051008697
1500,150360.06680485152
1501,194950.06377547636
1502,135623.33255147023
1503,313018.8393823579
1504,234043.85357166393
1505,223571.06353497668
1506,191453.43100725388
1507,256296.3435849752
1508,195607.1739806779
1509,156304.98653873595
1510,144917.0887452066
1511,156806.9957289531
1512,174493.9405949565
1513,154427.45686553835
1514,166222.1156767511
1515,208770.30839718267
1516,152816.06725446504
1517,181821.769887291
1518,121482.22195383412
1519,220735.36184759153
1520,118510.16954883857
1521,131695.51154015143
1522,189270.3582384379
1523,111827.48866838758
1524,121572.3343335371
1525,115432.66022407908
1526,103281.73518810843
1527,102218.48683255071
1528,130281.21009784205
1529,157128.07301179424
1530,208995.43914855146
1531,128244.652010196
1532,95361.21285197012
1533,162493.1957312276
1534,126518.91477722328
1535,150504.17360016846
1536,92660.08389348538
1537,44668.556413135986
1538,151443.34900753552
1539,204749.45584866375
1540,121508.2435597072
1541,140445.9971885898
1542,162139.46162473582
1543,190444.40659212298
1544,80392.25696371506
1545,119857.29228104348
1546,139799.49289495737
1547,135054.92409014193
1548,150636.11684562903
1549,126052.71253980539
1550,145266.05420373532
1551,106342.5905232621
1552,150146.0624124135
1553,155673.57569198354
1554,113877.9802043835
1555,159035.76615433677
1556,58899.7571209813
1557,134495.3701381227
1558,105961.24468500128
1559,64796.427391294215
1560,121809.0465391657
1561,137956.8918265291
1562,130778.14496404529
1563,127737.56322494608
1564,161644.7930129596
1565,157370.95851359854
1566,233566.24661994635
1567,72565.65704081497
1568,224425.0533404186
1569,132687.35108916473
1570,128203.96785937813
1571,84975.24236071373
1572,149051.1763528934
1573,262235.42912550335
1574,136722.00172384985
1575,240026.91774323717
1576,233775.5780813987
1577,181306.1485438934
1578,154933.89482738113
1579,138818.24397741622
1580,189984.72440042716
1581,153206.87534077413
1582,134557.99731442795
1583,279992.08693477
1584,220050.24948286766
1585,135229.31022677326
1586,71481.05412910502
1587,108164.85818962412
1588,159181.24629053028
1589,103816.37579620071
1590,125118.53908272284
1591,90297.54265708527
1592,125951.98358223852
1593,128193.82402671127
1594,154877.91876101936
1595,116579.6425399562
1596,229599.5881813881
1597,206791.60250885147
1598,211344.31365484686
1599,184864.78829444404
1600,163527.67822839294
1601,56928.275002968934
1602,129869.21295283044
1603,43633.90595378677
1604,274388.4564749232
1605,224940.365989583
1606,149243.70104876955
1607,164878.12150221458
1608,198873.6931460965
1609,188940.6680962154
1610,150685.37645120622
1611,126708.19961289267
1612,185423.10765528152
1613,162061.00093475368
1614,133593.4576810467
1615,94892.04421102029
1616,71876.37109161423
1617,84740.88113984259
1618,129851.95266125457
1619,145936.3698564592
1620,173790.5833642397
1621,129578.7274648601
1622,146252.40347786664
1623,255307.55257975365
1624,200775.53383796162
1625,116379.46681652303
1626,168174.3475291208
1627,190109.3185694438
1628,276892.87885283324
1629,178035.335990454
1630,364222.452851773
1631,248951.9808316695
1632,248225.23642222027
1633,173783.5185479487
1634,182789.02189780778
1635,170136.27985863856
1636,146383.0687139677
1637,200267.70805113867
1638,175262.54632268648
1639,182473.8212022487
1640,237765.67473874506
1641,181825.05031956715
1642,252438.1812774245
1643,214817.0494387212
1644,232384.8567731348
1645,213263.82371486322
1646,156562.01874982938
1647,154813.3468131573
1648,129631.95141159471
1649,127011.79431625971
1650,106441.83758353649
1651,114244.16515646697
1652,98183.37321126502
1653,94876.02376264182
1654,143922.98525037532
1655,121678.44784941335
1656,141455.44136943365
1657,153261.66506655957
1658,146864.63349010498
1659,124848.75249770761
1660,148312.56128220886
1661,433606.3177428574
1662,384667.0856479053
1663,385205.28486805037
1664,505041.56968429335
1665,332708.79665606073
1666,327590.4353556589
1667,374705.5874696451
1668,365445.1020025234
1669,318972.74497817404
1670,362325.90456813644
1671,267586.2386589911
1672,406481.1299578083
1673,287868.5141968414
1674,245014.48142245447
1675,203658.3111883312
1676,206452.80167557945
1677,215032.40692749867
1678,469762.97819153854
1679,386967.6594085951
1680,343382.1601966174
1681,283331.4376566006
1682,319679.15789111867
1683,192044.33236105024
1684,169657.61474949186
1685,171242.16787642674
1686,160718.69094048935
1687,163803.97641470382
1688,182883.84142981443
1689,188332.94118741527
1690,188752.44190916247
1691,177677.1724811097
1692,254546.95538497498
1693,171029.34066091658
1694,181867.42566142837
1695,168305.56358932136
1696,259597.6967083817
1697,176690.40726453305
1698,341591.5944211804
1699,334416.82546358637
1700,271236.7812756453
1701,280382.92370268935
1702,232992.68004457734
1703,225799.23008069283
1704,267891.92964386416
1705,242844.24040145613
1706,206101.4412787754
1707,230483.11251520406
1708,202728.57950725654
1709,246126.28940319092
1710,218956.3468956733
1711,268227.3550778441
1712,253536.14174544567
1713,281339.3547916715
1714,225684.6665531722
1715,208213.35170334182
1716,183417.14945844043
1717,172875.50519578593
1718,148993.9529956278
1719,225801.5724464589
1720,242276.6353287211
1721,147937.85399688888
1722,115848.81794374995
1723,148925.4988342378
1724,217863.88141934492
1725,240198.8109933358
1726,185069.8618108196
1727,152388.48982564887
1728,157270.60440312471
1729,173347.63561051467
1730,169644.86426344977
1731,113307.68693856083
