Id,SalePrice
1461,124016.25704630346
1462,150401.1317390423
1463,182021.53086988622
1464,188703.8848062884
1465,192734.30760707307
1466,186181.85322620915
1467,169429.83158457177
1468,176650.411083884
1469,175319.1926405618
1470,126272.92873364044
1471,193424.20629161486
1472,96933.44238580957
1473,98945.45675188639
1474,150015.05329166312
1475,122623.37723347869
1476,351010.2093283916
1477,247359.6524881075
1478,301069.6727379055
1479,291778.25977934204
1480,444868.5168496466
1481,310044.8110097517
1482,205656.87646299077
1483,183490.7773713566
1484,175724.07175800376
1485,178381.20731887524
1486,200078.79453441183
1487,320800.22185241117
1488,234542.98496234205
1489,200896.77756109284
1490,219681.88255645277
1491,191447.29269870525
1492,100547.32058381427
1493,171519.13047128354
1494,294179.54196817055
1495,290845.9179085176
1496,231746.98725475173
1497,182957.23281427877
1498,156682.4877236025
1499,155930.50982367637
1500,165759.81666922933
1501,171759.49675493967
1502,162083.83730962797
1503,272175.07249201805
1504,229844.27139911207
1505,217661.6954682396
1506,177454.44044890028
1507,237359.99557845693
1508,185742.10700418535
1509,160532.3153126649
1510,148000.62301715286
1511,145398.93902981412
1512,162922.8972199901
1513,143068.25091298757
1514,143243.3370908229
1515,176486.7246543233
1516,148751.5284411108
1517,150763.29364553513
1518,134669.45130558754
1519,215462.1967411952
1520,138135.6478692962
1521,142384.1186069067
1522,159446.55824459955
1523,119578.36912912881
1524,122665.45445316298
1525,127789.31183498581
1526,125731.63785509208
1527,108838.51588804387
1528,127247.58222297076
1529,140702.82685531618
1530,163475.65533174458
1531,127665.65197304315
1532,101021.54725784916
1533,138310.9647461246
1534,113020.32313569552
1535,144448.51351283732
1536,117005.28973771092
1537,89889.940716518
1538,146888.21898146928
1539,169379.9240563887
1540,107266.96979074903
1541,136128.08378922462
1542,133915.46223313315
1543,169487.14848704517
1544,85691.92796282798
1545,101314.97049821212
1546,124577.52546910704
1547,132807.95233748385
1548,125131.93306326117
1549,112790.1421414768
1550,137383.01644995625
1551,112800.43796718805
1552,138898.91929419118
1553,132509.14072112239
1554,115089.5001679994
1555,173831.0281282983
1556,108482.43581719488
1557,106250.76499491974
1558,95771.30699464411
1559,101503.0362319721
1560,136593.7748819279
1561,129611.35438083782
1562,127510.0174070113
1563,124483.07996383654
1564,154596.3248013225
1565,155519.22355381702
1566,217929.91081838097
1567,89806.34864956865
1568,224651.5164397058
1569,140746.95915322614
1570,137071.9841651933
1571,129226.4271098818
1572,140025.90643333495
1573,229640.0651736443
1574,120815.34769347239
1575,211971.30031558155
1576,223346.13364432097
1577,192601.189831956
1578,144736.84534735812
1579,144204.14182040212
1580,187483.41456774657
1581,144977.9758578657
1582,128176.9574226475
1583,305063.0303186074
1584,238073.34374746933
1585,141433.66143351857
1586,78637.05212167483
1587,110979.25271573328
1588,143424.44618138598
1589,101339.2914481634
1590,128272.5862501852
1591,104900.21933788428
1592,121069.29005386849
1593,115501.58181626431
1594,119029.40186929867
1595,121653.3568140511
1596,202059.12362137358
1597,165892.5027946529
1598,188984.15708801028
1599,174988.68578564702
1600,175754.54093642317
1601,72676.15912588936
1602,107800.1225297552
1603,91922.36634758452
1604,274038.98051601334
1605,235728.1983304437
1606,162387.57954281612
1607,151518.09300417805
1608,215657.16622544586
1609,196093.6590001564
1610,171370.70405073362
1611,149416.23803062548
1612,178310.9914668311
1613,171033.05465602328
1614,118046.49431664962
1615,89610.4448732442
1616,85176.00969170714
1617,88721.68819068088
1618,125875.34226172608
1619,135252.3785554736
1620,158003.26433164423
1621,141383.8187429262
1622,140727.93857319845
1623,252024.42211344044
