Id,SalePrice
1461,108421.44811478804
1462,147958.68974483205
1463,178630.23294201947
1464,198636.43686390828
1465,190534.97688243777
1466,173347.7560602727
1467,185499.6575190092
1468,165316.28828275946
1469,202807.2385814834
1470,113858.99294056982
1471,192917.2506879501
1472,104323.567684572
1473,91319.57751731112
1474,151248.21954305255
1475,105470.84955142387
1476,341969.3741425815
1477,247899.49063207867
1478,306773.2628486612
1479,298949.9929046163
1480,437591.29418247426
1481,302696.18057861784
1482,219079.31570893124
1483,174904.17185104568
1484,174238.14900316205
1485,202576.8623192207
1486,204386.93915518568
1487,307677.4146948862
1488,240352.97345745558
1489,190417.71567009177
1490,239524.01511898328
1491,201379.78951503488
1492,86665.7142594969
1493,219054.69364008936
1494,284099.8106908187
1495,270422.76934332005
1496,241823.87138643983
1497,166798.56435672316
1498,164464.37350226776
1499,163972.54561831718
1500,154652.1420270869
1501,200874.10614002848
1502,153471.31917229606
1503,283295.71405564144
1504,240353.84868872454
1505,221451.90731490584
1506,198876.79233300991
1507,246859.9224371591
1508,201112.4397844291
1509,157856.49824499933
1510,144147.75494310493
1511,146837.77252881386
1512,177386.03387407775
1513,155698.42579429076
1514,156089.61218304845
1515,205847.69593922133
1516,162620.26078600035
1517,171260.20731294612
1518,118192.35913450262
1519,226099.50060642906
1520,123585.40983081007
1521,120987.07408630673
1522,195417.7500886663
1523,93918.53061847134
1524,116997.3982947937
1525,107959.09158376578
1526,97430.61080000302
1527,100310.92625871213
1528,137551.032483598
1529,143245.9152707244
1530,221509.75233126676
1531,146467.36642946478
1532,105741.06834344032
1533,151731.48103795658
1534,125985.37456235893
1535,140833.20210933074
1536,98707.84648188027
1537,47447.65213942669
1538,169644.83807754476
1539,214426.2692674797
1540,118393.13424447292
1541,145353.24211630019
1542,131566.38538638668
1543,188169.94458230093
1544,81003.79223412806
1545,121604.44672928976
1546,145824.18641261535
1547,133591.86274998364
1548,138977.87778047496
1549,123773.2426414754
1550,141410.59709038673
1551,114110.4009729942
1552,146761.19050765742
1553,160345.7810193348
1554,117465.32215623712
1555,150568.1875819765
1556,86922.18529904546
1557,102924.28180036823
1558,103732.89334056861
1559,83875.06861989529
1560,129443.03384939351
1561,124533.50474844522
1562,127780.02654741454
1563,123416.33665204854
1564,156673.7152888559
1565,148641.71664476316
1566,244354.6317231993
1567,66850.21848537268
1568,235670.28870952583
1569,123448.69200689244
1570,143283.9962266135
1571,101689.26881824704
1572,143091.201473837
1573,240392.9103927935
1574,131856.62798092284
1575,235641.09881334635
1576,252807.09186955416
1577,188208.8986429498
1578,155409.5252906379
1579,132849.6872841186
1580,197140.92601782858
1581,160174.82413844977
1582,128375.25219661964
1583,286959.55187901785
1584,225445.11778290005
1585,145840.44276022923
1586,55043.230356341635
1587,104392.56874621472
